id,created_at,lang,source,like,retweet,hashtags0,hashtags1,hashtags2
1543928289861017601,2022-07-04 12:02,fr,Twitter for Android,0,0,COVID19,VaccineSideEffects,
1543928043412111360,2022-07-04 12:01,fr,Twitter for Android,0,1,Moderna,,
1543927756572004353,2022-07-04 12:00,fr,quarantineOpportunity,0,0,confinement,,
1543927609075064838,2022-07-04 12:00,fr,Twitter Web App,0,0,réseauxsociaux,Covid19,
1543925312760778754,2022-07-04 11:50,fr,Twitter Web App,1,1,vaccination,Covid19,
1543925241482813442,2022-07-04 11:50,fr,Twitter for Android,1,0,COVID19,,
1543925172662673408,2022-07-04 11:50,fr,Twitter Web App,3,1,Punchline,,
1543924802255310849,2022-07-04 11:48,fr,Twitter Web App,0,0,Haiti,,
1543924785809334272,2022-07-04 11:48,fr,Twitter Web App,2,0,vaccinés,,COVID19
1543924168827215872,2022-07-04 11:46,fr,Twitter Web App,4,0,Covid19,,
1543923392184832001,2022-07-04 11:43,fr,Twitter for iPhone,272,112,COVID19,,
1543922239967485953,2022-07-04 11:38,fr,Twitter for iPhone,0,0,7eVague,COVID19,
1543922039240757250,2022-07-04 11:37,fr,Twitter Web App,1,0,COVID19,,
1543921813754871815,2022-07-04 11:36,fr,Twitter for iPhone,0,1,Covid19,,
1543921545831223296,2022-07-04 11:35,fr,Twitter Web App,0,0,vaccin,COVID19,
1543921487857553411,2022-07-04 11:35,fr,Twitter for iPhone,2,1,Veran,,
1543921168712867846,2022-07-04 11:34,fr,Zoho Social,0,0,Pharmacie,,Lyon
1543920659667058690,2022-07-04 11:32,fr,IFTTT,0,1,covid,,
1543920175602454528,2022-07-04 11:30,fr,Twitter for Android,0,0,PassSanitaire,,
1543919977807462400,2022-07-04 11:29,fr,Twitter Web App,43,8,COVID19,,
1543919240356429824,2022-07-04 11:26,fr,Twitter for Android,31,27,Braun,COVID19,
1543918781705101313,2022-07-04 11:24,fr,Twitter Web App,0,0,Covid19,,
1543918201041551361,2022-07-04 11:22,fr,Twitter for Android,3,0,COVID19,,
1543917700203823112,2022-07-04 11:20,fr,Twitter for Android,0,0,COVID19,,
1543917469148057601,2022-07-04 11:19,fr,Twitter for Android,0,0,vaccination,,
1543917372192481281,2022-07-04 11:19,fr,Twitter Web App,3,1,espacesclos,Covid19,
1543916234986721280,2022-07-04 11:14,fr,Twitter Web App,81,23,COVID19,,
1543916216938598400,2022-07-04 11:14,fr,Twitter Web App,1,0,covid19,,
1543915307013750788,2022-07-04 11:11,fr,Paper.li,0,0,covid19,pcr,
1543914907229462530,2022-07-04 11:09,fr,Twitter for Android,0,0,gouvernement,,
1543912760731467776,2022-07-04 11:01,fr,Twitter for iPhone,1,0,COVID19,,
1543912515586772993,2022-07-04 11:00,fr,TweetDeck,18,10,DessinDePresse,,COVID19
1543912506552451072,2022-07-04 11:00,fr,Twitter,0,0,Coronavirus,,
1543912252805455881,2022-07-04 10:59,fr,TweetDeck,0,0,Bauxcommerciaux,,
